step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
587,PAYMENT,33759.97,C1007363901,0.0,0.0,M494548570,0.0,0.0,0,0
688,TRANSFER,1993702.72,C686846151,0.0,0.0,C2081527003,6893545.29,8887248.01,0,0
324,CASH_IN,131853.5,C281816562,1291808.89,1423662.38,C1207235710,1328979.43,1197125.94,0,0
229,CASH_OUT,80220.53,C162809243,0.0,0.0,C788888383,2153508.21,2233728.74,0,0
474,TRANSFER,282184.21,C999536065,0.0,0.0,C1014738812,1646156.59,1928340.8,0,0
211,CASH_OUT,175630.85,C797823423,0.0,0.0,C617897566,447620.07,623250.93,0,0
209,CASH_IN,46852.81,C770367217,6230594.49,6277447.3,C1556988682,852938.62,806085.81,0,0
261,CASH_IN,215070.37,C347290559,8694686.39,8909756.76,C168893023,376994.28,161923.91,0,0
207,PAYMENT,14064.46,C1655139095,51323.0,37258.54,M993115762,0.0,0.0,0,0
163,CASH_OUT,23918.3,C2137017531,80143.0,56224.7,C829185924,0.0,23918.3,0,0
354,CASH_IN,317356.55,C1252199110,31352.0,348708.55,C1020952991,365107.77,47751.22,0,0
355,PAYMENT,848.06,C738920153,97055.4,96207.34,M308115235,0.0,0.0,0,0
160,PAYMENT,27028.1,C1141608754,31953.0,4924.9,M378956689,0.0,0.0,0,0
188,PAYMENT,6854.22,C1587232842,5086.0,0.0,M1389037342,0.0,0.0,0,0
347,CASH_IN,469956.93,C1576495363,9244510.22,9714467.14,C473621620,871080.22,401123.3,0,0
22,PAYMENT,2476.94,C1384537856,13271.64,10794.7,M879384937,0.0,0.0,0,0
190,PAYMENT,5393.62,C836671132,14720.0,9326.38,M689537797,0.0,0.0,0,0
232,CASH_OUT,296105.89,C1483692272,0.0,0.0,C1088995938,903760.62,1199866.5,0,0
227,PAYMENT,6597.39,C61602683,41993.0,35395.61,M1639389489,0.0,0.0,0,0
377,PAYMENT,10676.41,C303772439,3513.1,0.0,M720080730,0.0,0.0,0,0
590,DEBIT,5308.52,C1774348165,15348.0,10039.48,C1353644745,258278.39,263586.92,0,0
135,TRANSFER,620739.73,C942265165,0.0,0.0,C1054097856,3496854.21,4117593.95,0,0
301,PAYMENT,19197.54,C434293,372508.45,353310.91,M528926282,0.0,0.0,0,0
234,TRANSFER,119083.94,C483417713,0.0,0.0,C393570839,169240.9,166429.96,0,0
274,CASH_IN,82301.71,C1741792674,239099.83,321401.54,C1189387787,235424.95,153123.24,0,0
153,PAYMENT,315.97,C1503286021,4576.0,4260.03,M294870680,0.0,0.0,0,0
136,PAYMENT,5825.2,C225066757,6418.67,593.47,M128511847,0.0,0.0,0,0
331,CASH_OUT,71737.81,C2120318798,0.0,0.0,C1028847367,1010800.39,1082538.2,0,0
259,PAYMENT,2944.87,C1434670585,0.0,0.0,M758705499,0.0,0.0,0,0
235,CASH_IN,232708.44,C1974976876,42841.0,275549.44,C1392132935,1186193.34,953484.91,0,0
370,PAYMENT,10638.15,C1017277878,49849.0,39210.85,M1277439595,0.0,0.0,0,0
667,CASH_OUT,23574.63,C1539677106,5323.0,0.0,C1986485351,152542.75,176117.38,0,0
301,PAYMENT,10206.78,C262499656,0.0,0.0,M970940094,0.0,0.0,0,0
275,PAYMENT,6923.15,C834837150,0.0,0.0,M1012307849,0.0,0.0,0,0
308,PAYMENT,19234.1,C1520213696,693598.89,674364.79,M1240260543,0.0,0.0,0,0
35,TRANSFER,958591.08,C2146388993,65293.0,0.0,C1821502927,0.0,958591.08,0,0
394,CASH_OUT,25585.41,C968110354,221.0,0.0,C350146776,316138.49,341723.9,0,0
233,CASH_OUT,253024.19,C1555353550,3590.54,0.0,C1824424575,548740.44,801764.63,0,0
7,PAYMENT,664.65,C1131308211,107469.0,106804.35,M1714188773,0.0,0.0,0,0
161,PAYMENT,1690.65,C1474991988,1000.0,0.0,M161661153,0.0,0.0,0,0
185,CASH_OUT,59926.2,C1211937788,446469.54,386543.35,C311573996,86182.06,146108.26,0,0
204,PAYMENT,1726.34,C113791913,17493.0,15766.66,M1569913108,0.0,0.0,0,0
189,CASH_OUT,140641.49,C186309896,375652.57,235011.08,C2008837006,878916.56,1019558.05,0,0
137,PAYMENT,32824.94,C1419163939,0.0,0.0,M2055190174,0.0,0.0,0,0
619,PAYMENT,525.19,C2041505601,105994.0,105468.81,M1565596893,0.0,0.0,0,0
161,PAYMENT,10235.6,C819629562,0.0,0.0,M1751207959,0.0,0.0,0,0
428,CASH_IN,143899.11,C1598057256,4286261.39,4430160.51,C1188685206,1118234.89,974335.78,0,0
395,CASH_IN,195322.58,C1689308167,6832066.14,7027388.72,C1656872863,784970.49,589647.9,0,0
469,PAYMENT,1264.4,C883977009,62956.0,61691.6,M2081015797,0.0,0.0,0,0
182,CASH_OUT,190271.63,C460842847,0.0,0.0,C1948274057,280675.25,470946.89,0,0
514,CASH_OUT,381191.4,C329306450,82147.0,0.0,C1531344530,3321092.34,3702283.73,0,0
17,TRANSFER,1618229.35,C559392662,0.0,0.0,C874496726,2436003.02,4002458.3,0,0
329,PAYMENT,11325.45,C1146381139,151110.0,139784.55,M1864648932,0.0,0.0,0,0
43,PAYMENT,7379.34,C326886712,0.0,0.0,M390175816,0.0,0.0,0,0
332,CASH_OUT,218852.47,C1882919105,0.0,0.0,C1220599398,1866730.11,2085582.57,0,0
304,CASH_IN,249148.96,C1574170887,16547.0,265695.96,C898128097,115859.0,0.0,0,0
407,PAYMENT,15699.38,C1911871126,417.0,0.0,M77643222,0.0,0.0,0,0
227,CASH_OUT,57535.26,C2020576716,10432.0,0.0,C1871032493,64666.56,122201.82,0,0
332,CASH_OUT,84332.29,C1870671464,153.0,0.0,C1480986058,2062380.22,2146712.51,0,0
276,TRANSFER,519952.84,C82872901,0.0,0.0,C329474297,1778233.89,2298186.73,0,0
157,CASH_OUT,335199.08,C1099306330,0.0,0.0,C209496034,394321.61,729520.7,0,0
19,CASH_OUT,238986.09,C1077318455,62317.62,0.0,C1150043970,792403.67,1031389.76,0,0
402,PAYMENT,3754.46,C1363761136,0.0,0.0,M368084736,0.0,0.0,0,0
186,CASH_IN,99672.12,C1369736229,139472.0,239144.12,C2123238460,0.0,0.0,0,0
187,PAYMENT,3679.2,C647157527,123313.6,119634.39,M66770819,0.0,0.0,0,0
209,CASH_OUT,238801.25,C780932705,31349.0,0.0,C2035525206,3123372.9,3362174.16,0,0
301,PAYMENT,12027.0,C744268464,0.0,0.0,M1664315741,0.0,0.0,0,0
230,CASH_OUT,320007.2,C365463182,0.0,0.0,C1626533496,7408048.63,7728055.83,0,0
129,CASH_OUT,65776.23,C1809009553,168940.18,103163.96,C160112508,2402825.66,2468601.88,0,0
357,CASH_OUT,62297.6,C2024621921,0.0,0.0,C402379791,943331.36,1005628.96,0,0
282,CASH_OUT,239836.57,C814483442,23242.0,0.0,C1283419612,341664.89,581501.46,0,0
208,CASH_OUT,292180.82,C1227252154,0.0,0.0,C950346334,406715.74,698896.56,0,0
37,CASH_OUT,371882.73,C252855181,11286.0,0.0,C2009966403,3773365.15,4145247.88,0,0
325,CASH_IN,106908.74,C2091671876,85811.0,192719.74,C1954760262,314981.94,208073.2,0,0
207,TRANSFER,130417.07,C691597653,0.0,0.0,C1296873384,3867529.48,3997946.55,0,0
42,TRANSFER,4549.89,C222882585,0.0,0.0,C1818515619,36775.64,41325.53,0,0
183,CASH_OUT,198037.96,C1605723742,0.0,0.0,C259029114,360278.66,558316.63,0,0
162,PAYMENT,19937.43,C1437364548,0.0,0.0,M516558786,0.0,0.0,0,0
330,PAYMENT,10435.13,C66422784,21428.0,10992.87,M1544174722,0.0,0.0,0,0
215,TRANSFER,171224.46,C2136164863,0.0,0.0,C1469138740,750233.29,921457.75,0,0
322,PAYMENT,6043.54,C478784952,4141.0,0.0,M2018871802,0.0,0.0,0,0
233,CASH_OUT,188690.6,C534741074,10214.0,0.0,C983193479,1394458.11,1583148.71,0,0
372,CASH_OUT,42147.03,C349601695,22380.0,0.0,C544744622,121903.37,164050.4,0,0
161,CASH_IN,144948.88,C544273886,104250.0,249198.88,C237991075,0.0,0.0,0,0
211,CASH_OUT,143786.54,C997817397,370.0,0.0,C1413729772,1077599.31,1221385.85,0,0
323,TRANSFER,188829.29,C1839010327,145128.0,0.0,C1874206236,142125.85,330955.14,0,0
13,CASH_OUT,263693.99,C1626158677,0.0,0.0,C384996946,2070833.81,2233748.11,0,0
188,CASH_OUT,161188.11,C29832669,0.0,0.0,C23022824,981123.74,1142311.86,0,0
160,CASH_IN,230343.96,C1153688185,136884.93,367228.89,C1307014042,2088389.47,1858045.51,0,0
520,PAYMENT,13035.11,C1186598950,34403.0,21367.89,M871993126,0.0,0.0,0,0
157,PAYMENT,22727.22,C1705788499,5174.29,0.0,M590370199,0.0,0.0,0,0
308,PAYMENT,143.79,C789002810,60418.6,60274.81,M905681006,0.0,0.0,0,0
40,CASH_IN,202695.9,C1240322324,9047873.05,9250568.94,C1544261736,3171524.02,2968828.12,0,0
228,PAYMENT,37802.08,C1330722012,0.0,0.0,M1343967384,0.0,0.0,0,0
226,TRANSFER,1035148.54,C1729209384,0.0,0.0,C208946631,1684589.75,2719738.29,0,0
355,CASH_OUT,123049.75,C1854769566,226.0,0.0,C1076681700,0.0,123049.75,0,0
323,CASH_IN,10273.97,C533703847,561638.55,571912.51,C198915346,152426.22,142152.26,0,0
43,CASH_OUT,145325.25,C542483740,0.0,0.0,C943020138,1020866.77,1166192.01,0,0
289,PAYMENT,9467.44,C382399367,62528.0,53060.56,M1028917794,0.0,0.0,0,0
278,CASH_IN,35271.79,C1179719442,2324751.95,2360023.74,C2119225779,64518.15,29246.36,0,0
353,TRANSFER,2275966.6,C1483796842,574.0,0.0,C964364968,6073.37,2282039.97,0,0
378,CASH_OUT,440316.61,C458811062,56401.0,0.0,C1949396975,2002835.64,2443152.24,0,0
375,PAYMENT,44920.45,C1986586900,533468.85,488548.4,M119899107,0.0,0.0,0,0
408,PAYMENT,43668.23,C1293868677,0.0,0.0,M566056539,0.0,0.0,0,0
186,CASH_IN,200615.34,C655718131,7433595.25,7634210.59,C1139004575,228822.26,28206.92,0,0
227,CASH_OUT,496719.96,C1824067325,14591.0,0.0,C1282533363,0.0,496719.96,0,0
134,PAYMENT,5133.77,C1979445132,0.0,0.0,M1753768005,0.0,0.0,0,0
16,CASH_IN,222347.19,C1436532826,24439.0,246786.19,C1343457451,32858.22,0.0,0,0
280,PAYMENT,9387.29,C1641581642,10340.0,952.71,M1908654434,0.0,0.0,0,0
348,PAYMENT,6379.79,C838322845,0.0,0.0,M1888838881,0.0,0.0,0,0
34,PAYMENT,13626.79,C98347859,11755.92,0.0,M413269390,0.0,0.0,0,0
188,CASH_OUT,107512.63,C1390179383,0.0,0.0,C1078737757,644924.43,752437.05,0,0
208,PAYMENT,812.05,C1055312949,231913.0,231100.95,M1334072806,0.0,0.0,0,0
137,CASH_OUT,289567.56,C299778136,0.0,0.0,C912976721,1458387.02,1747954.58,0,0
282,PAYMENT,4003.1,C1146843323,0.0,0.0,M1595709929,0.0,0.0,0,0
308,CASH_OUT,113730.06,C1162710367,0.0,0.0,C1820588698,433520.41,547250.47,0,0
402,CASH_OUT,322573.06,C231325428,1633.0,0.0,C491789558,0.0,322573.06,0,0
179,CASH_OUT,144358.15,C241281562,107189.0,0.0,C577047426,1630964.05,1775322.2,0,0
187,CASH_OUT,122626.0,C1147974565,0.0,0.0,C44877660,6953494.9,7076120.89,0,0
10,PAYMENT,9181.03,C1626799777,449426.9,440245.86,M1953083727,0.0,0.0,0,0
234,CASH_OUT,387878.54,C229901182,30954.0,0.0,C318408342,1109335.59,1497214.13,0,0
251,PAYMENT,32540.82,C1886877450,319469.4,286928.58,M2079552331,0.0,0.0,0,0
398,CASH_OUT,182125.32,C1710344245,0.0,0.0,C1450035152,247911.87,430037.19,0,0
129,CASH_IN,59171.82,C2016347596,22861227.54,22920399.37,C1945687416,3907197.73,3848025.9,0,0
209,CASH_OUT,38244.85,C125576844,13294.0,0.0,C1061913801,307205.57,345450.42,0,0
301,PAYMENT,22026.38,C42870873,26037.0,4010.62,M1458365005,0.0,0.0,0,0
356,CASH_IN,67929.5,C1772413423,20212.0,88141.5,C1624145411,0.0,0.0,0,0
240,CASH_OUT,40093.41,C675548083,0.0,0.0,C1376183040,1252438.73,1292532.13,0,0
210,CASH_OUT,262466.71,C2076592631,45271.0,0.0,C1161352980,0.0,262466.71,0,0
161,TRANSFER,452855.95,C352320863,100715.0,0.0,C96246017,428165.91,881021.86,0,0
546,CASH_IN,3618.1,C1739185336,7007389.9,7011008.0,C2086668657,10327539.91,10323921.81,0,0
13,PAYMENT,3991.44,C1287674880,0.0,0.0,M2093055430,0.0,0.0,0,0
569,CASH_OUT,41138.53,C900968953,14804.0,0.0,C1735631474,0.0,41138.53,0,0
614,CASH_IN,175296.63,C107640040,975.0,176271.63,C72232639,126555.96,0.0,0,0
395,PAYMENT,36680.27,C700550372,15042.0,0.0,M1106009144,0.0,0.0,0,0
22,CASH_IN,314190.39,C24164210,477539.29,791729.69,C1910732524,1142214.53,828024.14,0,0
522,PAYMENT,7645.42,C739329402,0.0,0.0,M433234481,0.0,0.0,0,0
397,CASH_OUT,77216.47,C68017040,31231.0,0.0,C282169006,236322.31,313538.78,0,0
156,CASH_OUT,184304.34,C377700908,0.0,0.0,C586418681,3170639.65,3354943.99,0,0
17,TRANSFER,163698.88,C277185462,19240.0,0.0,C1372984958,473597.66,905705.02,0,0
15,CASH_OUT,12444.13,C1633088797,21961.0,9516.87,C1228292230,297049.84,309493.97,0,0
347,PAYMENT,38798.16,C1264981695,41977.0,3178.84,M231234155,0.0,0.0,0,0
179,PAYMENT,7567.54,C70131765,0.0,0.0,M1458326892,0.0,0.0,0,0
306,PAYMENT,8800.75,C98932485,289005.33,280204.58,M1560959164,0.0,0.0,0,0
299,CASH_IN,138292.48,C1113309857,18461385.47,18599677.95,C1688380520,334169.46,195876.98,0,0
225,CASH_OUT,122522.17,C108762946,0.0,0.0,C1281230369,172436.44,294958.61,0,0
469,TRANSFER,330708.94,C1208117605,41796.0,0.0,C2038665180,1049718.44,1380427.38,0,0
204,PAYMENT,7411.19,C857637207,0.0,0.0,M119611234,0.0,0.0,0,0
189,TRANSFER,87473.47,C1093809010,39540.0,0.0,C1104500649,1618625.58,1469042.06,0,0
236,CASH_OUT,190211.45,C767086533,35283.0,0.0,C323781648,1061633.28,1251844.73,0,0
165,PAYMENT,3655.09,C2010607338,1457.0,0.0,M1034918558,0.0,0.0,0,0
355,PAYMENT,14571.87,C2137519487,0.0,0.0,M1478889014,0.0,0.0,0,0
306,CASH_OUT,34242.98,C1367347645,0.0,0.0,C132770427,967282.77,1001525.75,0,0
186,CASH_IN,78410.0,C1678309339,3303725.68,3382135.69,C1451586705,2724479.49,2646069.49,0,0
230,PAYMENT,23849.51,C206095023,16993.55,0.0,M1705609110,0.0,0.0,0,0
7,PAYMENT,6807.21,C833733032,0.0,0.0,M1653335286,0.0,0.0,0,0
251,CASH_OUT,243943.91,C2141029993,0.0,0.0,C1654906483,751924.79,995868.71,0,0
164,CASH_OUT,450657.18,C1982322590,44711.79,0.0,C1116860745,796182.32,1246839.5,0,0
236,CASH_OUT,195454.82,C213869764,185.0,0.0,C121129046,0.0,195454.82,0,0
522,PAYMENT,9565.61,C1394358631,86760.0,77194.39,M632741474,0.0,0.0,0,0
156,CASH_OUT,263158.54,C759412142,405367.21,142208.67,C1132832876,3586920.83,3850079.37,0,0
204,PAYMENT,7738.24,C1995748772,34852.73,27114.49,M1478422264,0.0,0.0,0,0
